ObjectPath,Content,SceneName,Translated,TranslatedText
"LFA Case 0 Help and Tour/State Canvas/ExploreOnYourOwnSubPage/Text","Explore on your Own is an alternative to the guided simulation which is the default mode of use. In Explore on your Own, there is no script to follow and you can experiment. When clicked, the guided simulation state goes away, and the Explore on your Own button toggles to Return to Guided Simulation.

The Return to Guided Simulation button will erase your experiment and return to the last guided simulation state.  Additionally, if you make changes outside of what the script requests while in a guided simulation, you may click the button twice to reset the guided simulation state.


",LFA ASA 2022,Y,"Eksplorasi Mandiri adalah alternatif untuk simulasi terpandu yang merupakan mode penggunaan default. Dalam Eksplorasi Mandiri, tidak ada naskah yang harus diikuti dan Anda dapat bereksperimen. Ketika diklik, status simulasi terpandu hilang, dan tombol Eksplorasi Mandiri beralih ke Kembali ke Simulasi Terpandu.

Tombol Kembali ke Simulasi Terpandu akan menghapus eksperimen Anda dan kembali ke status simulasi terpandu terakhir. Selain itu, jika Anda membuat perubahan di luar apa yang diminta naskah saat dalam simulasi terpandu, Anda dapat mengklik tombol dua kali untuk mengatur ulang status simulasi terpandu."
"LFA Case 2 Circle System/State Canvas/State 4 - 1/4/Text (1)","<b>1/4.</b> We learned previously that when FGF equals minute ventilation there is no rebreathing of exhaled gas. To make use of the circle system to reduce waste, FGF must be reduced, but how low can you go?",LFA ASA 2022,Y,"<b>1/4.</b> Kita belajar sebelumnya bahwa ketika FGF sama dengan ventilasi menit tidak ada pernapasan ulang gas yang dihembuskan. Untuk memanfaatkan sistem lingkaran untuk mengurangi limbah, FGF harus dikurangi, tetapi seberapa rendah Anda bisa pergi?"
"LFA Case 2 Circle System/State Canvas/State 2 - 3/3/Heading (1)","How Does Reducing Fresh Gas Flow Reduce Waste?
",LFA ASA 2022,Y,"Bagaimana Mengurangi Aliran Gas Segar Mengurangi Limbah?"
"LFA Case 7 Emergence/State Canvas/State 3 - 6/7 PLOTS 2/Text","<b>6/7.</b> There is less waste using low FGF compared to the previous case that used high FGF in the snapshot.",LFA ASA 2022,Y,"<b>6/7.</b> Ada lebih sedikit limbah menggunakan FGF rendah dibandingkan dengan kasus sebelumnya yang menggunakan FGF tinggi dalam snapshot."
"LFA Case 8 CO2 Absorbents/State Canvas/Topic Slide 11/Proceed to LMS/Text","PROCEED",LFA ASA 2022,Y,"LANJUTKAN"
"LFA Case 4 Anesthetic Delivery/State Canvas/First Topic Slide after 2b (1)/Text (1)","The astute clinician can use F<sub>E</sub>A to estimate anesthetic depth by keeping in mind a few nuances.  The end-tidal concentration most closely approximates the alveolar concentration when tidal volume is adequate – at least 6 mL/kg – to minimize dilution by exhaled dead space gas.  The brain concentration can be quite different from the F<sub>E</sub>A depending upon the phase of the anesthetic.  During induction, as F<sub>E</sub>A is rising, the brain concentration will lag behind by several minutes.  During emergence, as F<sub>E</sub>A falls, the brain concentration will be higher as the emergence process requires a concentration gradient from the brain to the lungs to eliminate anesthetic.

The difference between F<sub>E</sub>A and anesthetic effect on the brain is apparent during the first minutes of administering an inhaled agent by comparing F<sub>E</sub>A measurement to clinical signs or EEG indices of anesthetic depth. ",LFA ASA 2022,Y,"Klinik yang cermat dapat menggunakan F<sub>E</sub>A untuk memperkirakan kedalaman anestesi dengan mengingat beberapa nuansa. Konsentrasi akhir-tidal paling mendekati konsentrasi alveolar ketika volume tidal memadai – setidaknya 6 mL/kg – untuk meminimalkan pengenceran oleh gas ruang mati yang dihembuskan. Konsentrasi otak dapat sangat berbeda dari F<sub>E</sub>A tergantung pada fase anestesi. Selama induksi, saat F<sub>E</sub>A meningkat, konsentrasi otak akan tertinggal beberapa menit. Selama pemulihan, saat F<sub>E</sub>A menurun, konsentrasi otak akan lebih tinggi karena proses pemulihan memerlukan gradien konsentrasi dari otak ke paru-paru untuk menghilangkan anestesi.

Perbedaan antara F<sub>E</sub>A dan efek anestesi pada otak tampak selama beberapa menit pertama pemberian agen inhalasi dengan membandingkan pengukuran F<sub>E</sub>A dengan tanda klinis atau indeks EEG dari kedalaman anestesi."
"LFA Case 5 Maintenance/State Canvas/Initial Topic Slide-2/Heading (2)","Managing Fresh Gas Flow During the Maintenance Phase of Anesthesia",LFA ASA 2022,Y,"Mengelola Aliran Gas Segar Selama Fase Pemeliharaan Anestesi"
"LFA Case 5 Maintenance/State Canvas/STEM Slide/Back to LMS/Text","< Choose another topic",LFA ASA 2022,Y,"< Pilih topik lain"
"Tour UI Canvas/Tour Of Sim/ShortCutHolder/Quick Start/Click Me (7)/text","Click for More",LFA ASA 2022,Y,"Klik untuk Lebih"
"LFA Case 5 Maintenance/State Canvas/State 1 - 7/7 - PLOTS/For Plots (1)/Plots Text","<b>7/7.</b> The plot of  F<sub>D</sub>A, F<sub>I</sub>A and F<sub>E</sub>A illustrates the changes in F<sub>I</sub>A and  F<sub>E</sub>A during induction. The difference between F<sub>I</sub>A and  F<sub>E</sub>A gets smaller and the rate of rise of  F<sub>E</sub>A slows.",LFA ASA 2022,Y,"<b>7/7.</b> Plot F<sub>D</sub>A, F<sub>I</sub>A dan F<sub>E</sub>A menggambarkan perubahan dalam F<sub>I</sub>A dan F<sub>E</sub>A selama induksi. Perbedaan antara F<sub>I</sub>A dan F<sub>E</sub>A menjadi lebih kecil dan laju kenaikan F<sub>E</sub>A melambat."
"LFA Case 2 Circle System/State Canvas/STEM/PROCEED/Text","PROCEED",LFA ASA 2022,Y,"LANJUTKAN"
"LFA Case 2 Circle System/State Canvas/STEM/Back to LMS/Text","< Choose another topic",LFA ASA 2022,Y,"< Pilih topik lain"
"LFA Case 2 Circle System/State Canvas/State 3 - 4/4/Text (1)","<b>1/1.</b> We have set total FGF equal to MV (5 L/min). Notice the <mark=#0000ff40>rebreathing percentage</mark> and total <mark=#0000ff40>waste flow.</mark>

<u>User Action</u>: Increase FGF greater than minute ventilation. Notice the increase in total waste flow. Additional waste is indicated when the rebreathing percentage is less than zero.",LFA ASA 2022,Y,"<b>1/1.</b> Kami telah menetapkan total FGF sama dengan MV (5 L/menit). Perhatikan <mark=#0000ff40>persentase pernapasan ulang</mark> dan total <mark=#0000ff40>aliran limbah.</mark>

<u>Tindakan Pengguna</u>: Tingkatkan FGF lebih besar dari ventilasi menit. Perhatikan peningkatan total aliran limbah. Limbah tambahan ditunjukkan ketika persentase pernapasan ulang kurang dari nol."
"LFA Case 7 Emergence/State Canvas/State 2 - 5/5 (hidden) take Snapshot/Text","<b>5/5.</b> We will now take a snapshot of this state for later comparison in the Plots.
",LFA ASA 2022,Y,"<b>5/5.</b> Kami sekarang akan mengambil snapshot dari keadaan ini untuk perbandingan nanti dalam Plot."
"Main UI Canvas/Time Input Field/HH  Input/Text Area/Text","00​",LFA ASA 2022,Y,"00​"
"LFA Case 8 CO2 Absorbents/State Canvas/Topic Slide 1/Text (1)","
We learned  at the beginning of this course that the circle system was specifically designed to reduce the waste associated with inhalation anesthesia.  By reducing fresh gas flow, the anesthesia professional causes exhaled gas, with the exception of carbon dioxide, to return to the patient rather than being wasted out the scavenging system.  CO<sub>2</sub> absorbent prevents rebreathing of exhaled CO<sub>2</sub> and is essential to the safe practice of low flow anesthesia.

It is certainly true that all products sold as CO<sub>2</sub> absorbents will in fact remove carbon dioxide from exhaled gases.  While it is easy to view the absorbent as a commodity product and replace it whenever the indicator begins to change, there are in fact substantial differences between absorbent products based upon both their chemistry and geometry;  the least expensive option is not always the best. By understanding the differences between absorbents, the clinician can make an informed choice and adopt practices that minimize absorbent waste.  ",LFA ASA 2022,Y,"Kami belajar di awal kursus ini bahwa sistem lingkaran dirancang khusus untuk mengurangi limbah yang terkait dengan anestesi inhalasi. Dengan mengurangi aliran gas segar, profesional anestesi menyebabkan gas yang dihembuskan, kecuali karbon dioksida, kembali ke pasien daripada terbuang keluar dari sistem pencarian. Absorben CO<sub>2</sub> mencegah pernapasan ulang CO<sub>2</sub> yang dihembuskan dan penting untuk praktik anestesi aliran rendah yang aman.

Memang benar bahwa semua produk yang dijual sebagai absorbent CO<sub>2</sub> akan benar-benar menghilangkan karbon dioksida dari gas yang dihembuskan. Meskipun mudah untuk melihat absorbent sebagai produk komoditas dan menggantinya setiap kali indikator mulai berubah, sebenarnya ada perbedaan substansial antara produk absorbent berdasarkan baik kimia maupun geometrinya; opsi termurah tidak selalu yang terbaik. Dengan memahami perbedaan antara absorbent, klinisi dapat membuat pilihan yang tepat dan mengadopsi praktik yang meminimalkan limbah absorbent."
"LFA Case 2 Circle System/State Canvas/State 4 - 3/4/Text (1)","<b>3/4.</b> <u>User Action</u>: Turn off the <mark=#0000ff40>flow of air.</mark> Reduce <mark=#0000ff40>oxygen flow</mark> in increments and notice the impact on <mark=#0000ff40>rebreathing percentage</mark> and flow of gases to the <mark=#0000ff40>scavenging system.</mark>

Rebreathing percentage will be 100% when oxygen flow matches oxygen consumption which in this case is 200 mL/min or 0.2 L/min (assuming no other leaks from the circuit).",LFA ASA 2022,Y,"<b>3/4.</b> <u>Tindakan Pengguna</u>: Matikan <mark=#0000ff40>aliran udara.</mark> Kurangi <mark=#0000ff40>aliran oksigen</mark> secara bertahap dan perhatikan dampaknya pada <mark=#0000ff40>persentase pernapasan ulang</mark> dan aliran gas ke <mark=#0000ff40>sistem pencarian.</mark>

Persentase pernapasan ulang akan menjadi 100% ketika aliran oksigen sesuai dengan konsumsi oksigen yang dalam hal ini adalah 200 mL/menit atau 0.2 L/menit (dengan asumsi tidak ada kebocoran lain dari sirkuit)."
"APSF Logo and About/About Detail/Scroll View/Viewport/Content/Text Column 2 (1)","
               APSF Technology Education Initiative
                   APSF Committee on Technology
     Low-Flow Anesthesia Course Development Team

COURSE TITLE: Low-Flow Anesthesia

SPONSORSHIP:  Anesthesia Patient Safety Foundation in collaboration with the American Society of Anesthesiologists and the University of Florida Center for Safety, Simulation and Advanced Learning Technologies (CSSALT)

COURSE DEVELOPMENT TEAM
Course Co-Directors:  Jeffrey Feldman, MD, MSE and Samsun Lampotang, PhD, FSSH, FAIMBE
Lead Simulation Engineer:  David Lizdas
Script Design and Development:  Jeffrey Feldman, Samsun Lampotang, Jan Hendrickx, MD, PhD
Peer Review: Nik Gravenstein, MD, James Philip, MS, MD, Robert ""Butch"" Loeb, MD
Simulation Engineering Team:   Alejo Ballester, Sebin George, Travis Johnson, Prashant Khanal, Samsun Lampotang, David Lizdas, Katelyn Ryan, Nitai Stevens, Jay Nibhanupudy
Modeling Team: Samsun Lampotang, David Lizdas, Alejo Ballester
Project Management: Samsun Lampotang, Yahya Acar, MD

AANA Liaison
Lynn Reede,  DNP, MBA, CRNA, FNAP

AAAEP Liaison
Shane Angus, CAA, MSA

ASA EDUCATION TEAM
David Martin, MD, ASA Section Chair, Education and Research
Susan Carlson, M.S.Ed., ASA Chief Learning Officer
Michelle Adams, ASA Accreditation and Joint Providership Manager
Vjeko Hlede, LMS Manager
Rory Ravenscraft, LMS Coordinator

APSF WEB TEAM
Mike Edens, APSF Digital Strategy and Web Development
Katie Megan, APSF Digital Strategy and Web Development
Arnoley Abcejo, MD, APSF Website Medical Director

",LFA ASA 2022,Y,"Inisiatif Pendidikan Teknologi APSF Komite Teknologi APSF Tim Pengembangan Kursus Anestesi Aliran Rendah

JUDUL KURSUS: Anestesi Aliran Rendah

SPONSORSHIP: Anesthesia Patient Safety Foundation bekerja sama dengan American Society of Anesthesiologists dan University of Florida Center for Safety, Simulation and Advanced Learning Technologies (CSSALT)

TIM PENGEMBANGAN KURSUS
Direktur Bersama Kursus: Jeffrey Feldman, MD, MSE dan Samsun Lampotang, PhD, FSSH, FAIMBE
Insinyur Simulasi Utama: David Lizdas
Desain dan Pengembangan Naskah: Jeffrey Feldman, Samsun Lampotang, Jan Hendrickx, MD, PhD
Tinjauan Sejawat: Nik Gravenstein, MD, James Philip, MS, MD, Robert ""Butch"" Loeb, MD
Tim Teknik Simulasi: Alejo Ballester, Sebin George, Travis Johnson, Prashant Khanal, Samsun Lampotang, David Lizdas, Katelyn Ryan, Nitai Stevens, Jay Nibhanupudy
Tim Pemodelan: Samsun Lampotang, David Lizdas, Alejo Ballester
Manajemen Proyek: Samsun Lampotang, Yahya Acar, MD

Penghubung AANA
Lynn Reede, DNP, MBA, CRNA, FNAP

Penghubung AAAEP
Shane Angus, CAA, MSA

TIM PENDIDIKAN ASA
David Martin, MD, Ketua Bagian ASA, Pendidikan dan Penelitian
Susan Carlson, M.S.Ed., Kepala Pejabat Pembelajaran ASA
Michelle Adams, Manajer Akreditasi dan Penyediaan Bersama ASA
Vjeko Hlede, Manajer LMS
Rory Ravenscraft, Koordinator LMS

TIM WEB APSF
Mike Edens, Strategi Digital dan Pengembangan Web APSF
Katie Megan, Strategi Digital dan Pengembangan Web APSF
Arnoley Abcejo, MD, Direktur Medis Situs Web APSF"
"LFA Case 8 CO2 Absorbents/State Canvas/Topic Slide 3/Heading (1)","WHAT FACTORS DETERMINE ABSORPTION CAPACITY?",LFA ASA 2022,Y,"FAKTOR APA YANG MENENTUKAN KAPASITAS PENYERAPAN?"
"LFA Case 7 Emergence/State Canvas/STEM Slide/Heading","Managing Fresh Gas Flow During the
Emergence Phase of Anesthesia",LFA ASA 2022,Y,"Mengelola Aliran Gas Segar Selama
Fase Emergence Anestesi"
"APSF Logo and About/About Button/Text (TMP)","About",LFA ASA 2022,Y,"Tentang"
"LFA Initial Blank State/State Canvas/Gas Sampling off (1)/Text","",LFA ASA 2022,Y,""
"LFA Case 8 CO2 Absorbents/State Canvas/STEM Slide/Heading","Carbon Dioxide Absorbents and Low Flow Anesthesia",LFA ASA 2022,Y,"Absorben Karbon Dioksida dan Anestesi Aliran Rendah"
"LFA Case 5 Maintenance/State Canvas/Topic Slide 6 last/Text (1)","We have learned in this topic that the maintenance phase of the anesthetic is the easiest phase to reduce FGF while maintaining desired concentrations of oxygen and anesthetic. The important learning points are:

<indent=2%>•<indent=4%>Maintenance begins when the uptake of anesthetic from the lungs is slowing, and can be recognized by observing that the difference between F<sub>I</sub>A and F<sub>E</sub>A diminishes and reaches a plateau.
<indent=2%>•<indent=4%>FGF can be reduced to minimize waste, but F<sub>D</sub>O<sub>2</sub> and F<sub>D</sub>A need to be increased above target levels to maintain desired inspired oxygen and expired anesthetic concentrations.
<indent=2%>•<indent=4%>Waste flow through the scavenging system can be eliminated completely by matching total FGF to oxygen consumption plus other losses through the system.
<indent=2%>•<indent=4%>Whenever the concentration of oxygen or anesthetic needs to change rapidly, FGF should be increased.  Maintaining adequate oxygen and anesthetic concentrations takes precedence over minimizing waste.
<indent=2%>•<indent=4%>Monitoring F<sub>I</sub>O<sub>2</sub> and F<sub>E</sub>A is essential for safe care.",LFA ASA 2022,Y,"Kami telah mempelajari dalam topik ini bahwa fase pemeliharaan anestesi adalah fase termudah untuk mengurangi FGF sambil mempertahankan konsentrasi oksigen dan anestesi yang diinginkan. Poin pembelajaran penting adalah:

<indent=2%>•<indent=4%>Pemeliharaan dimulai ketika penyerapan anestesi dari paru-paru melambat, dan dapat dikenali dengan mengamati bahwa perbedaan antara F<sub>I</sub>A dan F<sub>E</sub>A berkurang dan mencapai plateau.
<indent=2%>•<indent=4%>FGF dapat dikurangi untuk meminimalkan pemborosan, tetapi F<sub>D</sub>O<sub>2</sub> dan F<sub>D</sub>A perlu ditingkatkan di atas tingkat target untuk mempertahankan konsentrasi oksigen yang dihirup dan anestesi yang dihembuskan.
<indent=2%>•<indent=4%>Aliran limbah melalui sistem pembuangan dapat dihilangkan sepenuhnya dengan menyamakan total FGF dengan konsumsi oksigen ditambah kerugian lainnya melalui sistem.
<indent=2%>•<indent=4%>Kapan pun konsentrasi oksigen atau anestesi perlu berubah dengan cepat, FGF harus ditingkatkan. Mempertahankan konsentrasi oksigen dan anestesi yang memadai lebih diutamakan daripada meminimalkan pemborosan.
<indent=2%>•<indent=4%>Memantau F<sub>I</sub>O<sub>2</sub> dan F<sub>E</sub>A sangat penting untuk perawatan yang aman."
"LFA Case 5 Maintenance/State Canvas/STEM Slide/Heading","Managing Fresh Gas Flow During
the Maintenance Phase of Anesthesia",LFA ASA 2022,Y,"Mengelola Aliran Gas Segar Selama
Fase Pemeliharaan Anestesi"
"Tour UI Canvas/Tour Of Sim/ShortCutHolder/Gas Vapor/Click Me (1)/text","Click for More",LFA ASA 2022,Y,"Klik untuk Selengkapnya"
"LFA Case 7 Emergence/State Canvas/State 2 - 5/5 (hidden) take Snapshot/Heading","USING THE VAPORIZER TO MANAGE EMERGENCE TIME",LFA ASA 2022,Y,"MENGGUNAKAN VAPORIZER UNTUK MENGELOLA WAKTU EMERGENCE"
"LFA Case 8 CO2 Absorbents/State Canvas/STEM Slide/Back to LMS/Text","< Choose another topic",LFA ASA 2022,Y,"< Pilih topik lain"
"Tour UI Canvas/Tour Of Sim/Introduction/Heading (1)","Note that icons and settings are not active when using Help.",LFA ASA 2022,Y,"Perhatikan bahwa ikon dan pengaturan tidak aktif saat menggunakan Bantuan."
"LFA Case 7 Emergence/State Canvas/State 3 - 7/7 PLOTS 3/Text","<b>7/7.</b> The change in F<sub>E</sub>A is similar to the previous case that used high FGF as shown in the snapshot.",LFA ASA 2022,Y,"<b>7/7.</b> Perubahan pada F<sub>E</sub>A mirip dengan kasus sebelumnya yang menggunakan FGF tinggi seperti yang ditunjukkan dalam snapshot."
"LFA Case 2 Circle System/State Canvas/State 1 - 2/3/Text (2)","<b>2/3.</b> <mark=#0000ff40>FGF is set equal to minute ventilation,</mark> preventing exhaled gas from returning to the patient. <mark=#0000ff40>The rebreathing percentage is zero</mark> and none of the exhaled gas is returning to the patient. All of the exhaled anesthetic and gases flow to the <mark=#0000ff40>scavenging system</mark> and ultimately into the atmosphere.",LFA ASA 2022,Y,"<b>2/3.</b> <mark=#0000ff40>FGF diatur sama dengan ventilasi menit,</mark> mencegah gas yang dihembuskan kembali ke pasien. <mark=#0000ff40>Persentase rebreathing adalah nol</mark> dan tidak ada gas yang dihembuskan kembali ke pasien. Semua anestesi dan gas yang dihembuskan mengalir ke <mark=#0000ff40>sistem pembuangan</mark> dan akhirnya ke atmosfer."
"LFA Case 8 CO2 Absorbents/State Canvas/Topic Slide 7/Text (1)","

This practice will maximize utilization of the available absorbent material.  If there is visible indicator color change but the inspiratory CO<sub>2</sub> partial pressure is 0 mmHg, there is still active absorbent that does not need to be discarded.  That said, there is a legitimate concern about the absorbent becoming exhausted in the middle of a procedure and not being able to be changed quickly and safely.  Depending upon the anesthesia machine and type of absorbent being used, the absorbent can easily be changed at any time during the procedure without creating a leak and  room contamination or influencing mechanical ventilation and anesthetic delivery.   ",LFA ASA 2022,Y,"Praktik ini akan memaksimalkan pemanfaatan bahan absorbent yang tersedia. Jika ada perubahan warna indikator yang terlihat tetapi tekanan parsial CO<sub>2</sub> inspirasi adalah 0 mmHg, masih ada absorbent aktif yang tidak perlu dibuang. Namun, ada kekhawatiran yang sah tentang absorbent yang habis di tengah prosedur dan tidak dapat diganti dengan cepat dan aman. Tergantung pada mesin anestesi dan jenis absorbent yang digunakan, absorbent dapat dengan mudah diganti kapan saja selama prosedur tanpa menimbulkan kebocoran dan kontaminasi ruangan atau mempengaruhi ventilasi mekanis dan pengiriman anestesi."
"LFA Case 7 Emergence/State Canvas/State 2 - 5/5 Plots/For Plots (3)/Plots Text","<b>5/5.</b> Note how cumulative agent delivered increases during the 15 minutes the vaporizer is on at high FGF.",LFA ASA 2022,Y,"<b>5/5.</b> Perhatikan bagaimana agen kumulatif yang diberikan meningkat selama 15 menit saat vaporizer menyala pada FGF tinggi."
"LFA Case 4 Anesthetic Delivery/State Canvas/First Topic Slide after 2b/Text (1)","
When delivering an inhaled anesthetic, the exhaled anesthetic concentration, F<sub>E</sub>A, is a practical and useful estimate of anesthetic depth.  Agent analyzers will typically display the end-tidal agent concentration as the F<sub>E</sub>A.  Just like when monitoring CO<sub>2</sub> concentration, the end-tidal value is measured at the end of exhalation and most closely approximates the alveolar concentration.  The alveolar concentration in turn is the best estimate of the agent concentration in the pulmonary blood, which in turn is the best estimate of the agent concentration in the brain.

As FGF is reduced, we will see that the differences between F<sub>D</sub>A, F<sub>I</sub>A and F<sub>E</sub>A become greater.  Controlling F<sub>E</sub>A becomes more challenging and monitoring F<sub>E</sub>A is essential.
",LFA ASA 2022,Y,"Saat memberikan anestesi yang dihirup, konsentrasi anestesi yang dihembuskan, F<sub>E</sub>A, adalah perkiraan praktis dan berguna dari kedalaman anestesi. Analyzer agen biasanya akan menampilkan konsentrasi agen akhir-tidal sebagai F<sub>E</sub>A. Sama seperti saat memantau konsentrasi CO<sub>2</sub>, nilai akhir-tidal diukur pada akhir ekshalasi dan paling mendekati konsentrasi alveolar. Konsentrasi alveolar pada gilirannya adalah perkiraan terbaik dari konsentrasi agen dalam darah paru, yang pada gilirannya adalah perkiraan terbaik dari konsentrasi agen di otak.

Saat FGF dikurangi, kita akan melihat bahwa perbedaan antara F<sub>D</sub>A, F<sub>I</sub>A dan F<sub>E</sub>A menjadi lebih besar. Mengontrol F<sub>E</sub>A menjadi lebih menantang dan memantau F<sub>E</sub>A sangat penting."
"LFA Case 7 Emergence/State Canvas/State 3 - 5/7 PLOTS 1/Heading","USING REBREATHING TO MANAGE EMERGENCE",LFA ASA 2022,Y,"MENGGUNAKAN REBREATHING UNTUK MENGELOLA EMERGENCE"
"Tour UI Canvas/Tour Of Sim/ShortCutHolder/Explore On Your Own vs Guided Simulation/Click Me (9)/text","Click for More",LFA ASA 2022,Y,"Klik untuk Selengkapnya"
"LFA Case 2 Circle System/State Canvas/State 2 - 1/3/Text (1)","<b>1/3.</b> Reducing fresh gas flow allows exhaled gases to be rebreathed rather than being wasted out the scavenging system.

In this simulation, <mark=#0000ff40>fresh gas flow is set to 2 L/min, well below minute ventilation.</mark>",LFA ASA 2022,Y,"<b>1/3.</b> Mengurangi aliran gas segar memungkinkan gas yang dihembuskan untuk dihirup kembali daripada dibuang ke sistem pembuangan.

Dalam simulasi ini, <mark=#0000ff40>aliran gas segar diatur ke 2 L/menit, jauh di bawah ventilasi menit.</mark>"
"Tour UI Canvas/Tour Of Sim/Introduction/Text (2)","Alternatively, click ""Continue"" to follow along with the <b>Guided Help</b>, which covers all items in succession.",LFA ASA 2022,Y,"Atau, klik ""Lanjutkan"" untuk mengikuti <b>Bantuan Terpandu</b>, yang mencakup semua item secara berurutan."
"LFA Case 4 Anesthetic Delivery/State Canvas/STEM Slide/Heading","Effective Anesthetic Delivery During
Low Flow Anesthesia",LFA ASA 2022,Y,"Pengiriman Anestesi Efektif Selama
Anestesi Aliran Rendah"
"LFA Case 2 Circle System/State Canvas/State 3 - 1-3 TOP/Text (1)","When FGF equals minute ventilation the rebreathing percentage will approach zero,<sup></sup> i.e., little to no exhaled gas will return to the patient. F<sub>I</sub>O<sub>2</sub> and F<sub>I</sub>A will equal the concentrations delivered (F<sub>D</sub>O<sub>2</sub> & F<sub>D</sub>A) in the fresh gas.<sup></sup> All of the exhaled gas ultimately leaves via the scavenging system.




It may be desirable for a limited amount of time to increase FGF to approach MV and achieve a rapid change in anesthetic or oxygen concentration. Increasing FGF above MV only increases the waste.
",LFA ASA 2022,Y,"Ketika FGF sama dengan ventilasi menit, persentase rebreathing akan mendekati nol,<sup></sup> yaitu, sedikit atau tidak ada gas yang dihembuskan akan kembali ke pasien. F<sub>I</sub>O<sub>2</sub> dan F<sub>I</sub>A akan sama dengan konsentrasi yang diberikan (F<sub>D</sub>O<sub>2</sub> & F<sub>D</sub>A) dalam gas segar.<sup></sup> Semua gas yang dihembuskan akhirnya meninggalkan melalui sistem pembuangan.

Mungkin diinginkan untuk waktu yang terbatas untuk meningkatkan FGF mendekati MV dan mencapai perubahan cepat dalam konsentrasi anestesi atau oksigen. Meningkatkan FGF di atas MV hanya akan meningkatkan pemborosan."
"LFA Case 8 CO2 Absorbents/State Canvas/Topic Slide 1/Heading (1)","Carbon Dioxide Absorbents and Low Flow Anesthesia
",LFA ASA 2022,Y,"Penyerap Karbon Dioksida dan Anestesi Aliran Rendah"
"LFA Case 2 Circle System/State Canvas/State 2 - 3/3/Paragraph #","3/3",LFA ASA 2022,Y,"3/3"
"LFA Case 4 Anesthetic Delivery/State Canvas/First Topic Slide after 2b/Heading (1)","ESTIMATING ANESTHETIC DEPTH USING F<sub>E</sub>A",LFA ASA 2022,Y,"MEMPERKIRAKAN KEDALAMAN ANESTESI MENGGUNAKAN F<sub>E</sub>A"
"LFA Case 4 Anesthetic Delivery/State Canvas/State 3 - 4/4 PLOTS/Heading (1)","HOW TO SET THE VAPORIZER CONCENTRATION DURING LOW FLOW TO MAINTAIN THE DESIRED F<sub>E</sub>A",LFA ASA 2022,Y,"BAGAIMANA MENGATUR KONSENTRASI VAPORIZER SELAMA ALIRAN RENDAH UNTUK MEMPERTAHANKAN F<sub>E</sub>A YANG DIINGINKAN"
"LFA Case 4 Anesthetic Delivery/State Canvas/State 2 - 4/5 PLOTS/Heading","
WHAT IS THE RISK OF INADEQUATE ANESTHESIA AS FGF IS REDUCED?",LFA ASA 2022,Y,"APA RISIKO ANESTESI YANG TIDAK MEMADAI SAAT FGF DIKURANGI?"
"LFA Case 5 Maintenance/State Canvas/Topic Slide 6 last/Heading (1)","What if FGF is too low?",LFA ASA 2022,Y,"Bagaimana jika FGF terlalu rendah?"
"LFA Case 3 Oxygen Delivery/State Canvas/STEM Slide/Text","This discussion is appropriate for any patient scenario where an inhaled anesthetic is being delivered using a circle system. An adult anesthetic scenario is presented to illustrate the basic concepts.  The learner is asked to observe and study the impact of fresh gas flow and composition on the oxygen fraction inspired by the patient (F<sub>I</sub>O<sub>2</sub>).  The influence of choosing oxygen alone or air and oxygen together for managing F<sub>I</sub>O<sub>2</sub> is explored along with understanding the hazards of using air alone during low flow anesthesia.",LFA ASA 2022,Y,"Diskusi ini sesuai untuk setiap skenario pasien di mana anestesi inhalasi diberikan menggunakan sistem lingkaran. Skenario anestesi dewasa disajikan untuk menggambarkan konsep dasar. Pembelajar diminta untuk mengamati dan mempelajari dampak aliran gas segar dan komposisi pada fraksi oksigen yang dihirup oleh pasien (F<sub>I</sub>O<sub>2</sub>). Pengaruh memilih oksigen saja atau udara dan oksigen bersama-sama untuk mengelola F<sub>I</sub>O<sub>2</sub> dieksplorasi bersama dengan pemahaman tentang bahaya menggunakan udara saja selama anestesi aliran rendah."
"Main UI Canvas/Time Input Field/HH  Input/Text Area/Placeholder","",LFA ASA 2022,Y,""
"LFA Case 7 Emergence/State Canvas/State 3 - 5/7 PLOTS 1/For Plots (4)/Plots Text","<b>5/7.</b> Note how F<sub>I</sub>O<sub>2</sub> reaches 100% with either approach.
The previous case that used high FGF is shown in the snapshot.",LFA ASA 2022,Y,"<b>5/7.</b> Perhatikan bagaimana F<sub>I</sub>O<sub>2</sub> mencapai 100% dengan pendekatan mana pun. Kasus sebelumnya yang menggunakan FGF tinggi ditunjukkan dalam snapshot."
"Main UI Canvas/Time Input Field/SS  Input/Text Area/Text","00​",LFA ASA 2022,Y,"00​"
"LFA Case 3 Oxygen Delivery/State Canvas/State 3 - 3/9 Take Snapshot/Text","<b>3/9.</b> We will now take a snapshot of this state for later comparison in the Plots.
",LFA ASA 2022,Y,"<b>3/9.</b> Kami sekarang akan mengambil snapshot dari keadaan ini untuk perbandingan nanti dalam Plot."
